Relative_Compactness,Surface_Area,Wall_Area,Roof_Area,Overall_Height,Glazing_Area,Heating_Load
0.79,637.0,343.0,147.0,7.0,0.25,39.89
0.79,637.0,343.0,147.0,7.0,0.25,39.83
0.79,637.0,343.0,147.0,7.0,0.25,39.01
0.79,637.0,343.0,147.0,7.0,0.25,38.65
0.76,661.5,416.5,122.5,7.0,0.25,35.69
0.76,661.5,416.5,122.5,7.0,0.25,36.64
0.76,661.5,416.5,122.5,7.0,0.25,36.06
0.76,661.5,416.5,122.5,7.0,0.25,36.7
0.74,686.0,245.0,220.5,3.5,0.25,12.12
0.74,686.0,245.0,220.5,3.5,0.25,11.67
0.74,686.0,245.0,220.5,3.5,0.25,11.64
0.74,686.0,245.0,220.5,3.5,0.25,12.02
0.71,710.5,269.5,220.5,3.5,0.25,12.27
0.71,710.5,269.5,220.5,3.5,0.25,12.19
0.71,710.5,269.5,220.5,3.5,0.25,12.25
0.71,710.5,269.5,220.5,3.5,0.25,12.27
0.69,735.0,294.0,220.5,3.5,0.25,12.47
0.69,735.0,294.0,220.5,3.5,0.25,12.12
0.69,735.0,294.0,220.5,3.5,0.25,12.18
0.69,735.0,294.0,220.5,3.5,0.25,12.47
0.66,759.5,318.5,220.5,3.5,0.25,12.93
0.66,759.5,318.5,220.5,3.5,0.25,12.82
0.66,759.5,318.5,220.5,3.5,0.25,12.78
0.66,759.5,318.5,220.5,3.5,0.25,13.02
0.64,784.0,343.0,220.5,3.5,0.25,16.73
0.64,784.0,343.0,220.5,3.5,0.25,16.86
0.64,784.0,343.0,220.5,3.5,0.25,16.76
0.64,784.0,343.0,220.5,3.5,0.25,16.92
0.62,808.5,367.5,220.5,3.5,0.25,13.68
0.62,808.5,367.5,220.5,3.5,0.25,13.99
0.62,808.5,367.5,220.5,3.5,0.25,14.16
0.62,808.5,367.5,220.5,3.5,0.25,13.86
0.98,514.5,294.0,110.25,7.0,0.4,32.26
0.98,514.5,294.0,110.25,7.0,0.4,32.26
0.98,514.5,294.0,110.25,7.0,0.4,32.49
0.98,514.5,294.0,110.25,7.0,0.4,32.53
0.9,563.5,318.5,122.5,7.0,0.4,36.47
0.9,563.5,318.5,122.5,7.0,0.4,37.24
0.9,563.5,318.5,122.5,7.0,0.4,36.66
0.9,563.5,318.5,122.5,7.0,0.4,35.96
0.86,588.0,294.0,147.0,7.0,0.4,31.89
0.86,588.0,294.0,147.0,7.0,0.4,32.39
0.86,588.0,294.0,147.0,7.0,0.4,32.09
0.86,588.0,294.0,147.0,7.0,0.4,31.29
0.82,612.5,318.5,147.0,7.0,0.4,29.22
0.82,612.5,318.5,147.0,7.0,0.4,29.91
0.82,612.5,318.5,147.0,7.0,0.4,29.53
0.82,612.5,318.5,147.0,7.0,0.4,28.65
0.79,637.0,343.0,147.0,7.0,0.4,41.4
0.79,637.0,343.0,147.0,7.0,0.4,42.62
0.79,637.0,343.0,147.0,7.0,0.4,42.5
0.79,637.0,343.0,147.0,7.0,0.4,41.67
0.76,661.5,416.5,122.5,7.0,0.4,40.78
0.76,661.5,416.5,122.5,7.0,0.4,39.97
0.76,661.5,416.5,122.5,7.0,0.4,40.71
0.76,661.5,416.5,122.5,7.0,0.4,40.43
0.74,686.0,245.0,220.5,3.5,0.4,14.52
0.74,686.0,245.0,220.5,3.5,0.4,14.61
0.74,686.0,245.0,220.5,3.5,0.4,14.5
0.74,686.0,245.0,220.5,3.5,0.4,14.55
0.71,710.5,269.5,220.5,3.5,0.4,14.51
0.71,710.5,269.5,220.5,3.5,0.4,14.6
0.71,710.5,269.5,220.5,3.5,0.4,14.5
0.71,710.5,269.5,220.5,3.5,0.4,14.58
0.69,735.0,294.0,220.5,3.5,0.4,14.51
0.69,735.0,294.0,220.5,3.5,0.4,14.7
0.69,735.0,294.0,220.5,3.5,0.4,14.42
0.69,735.0,294.0,220.5,3.5,0.4,14.42
0.66,759.5,318.5,220.5,3.5,0.4,15.23
0.66,759.5,318.5,220.5,3.5,0.4,15.23
0.66,759.5,318.5,220.5,3.5,0.4,15.23
0.66,759.5,318.5,220.5,3.5,0.4,15.23
0.64,784.0,343.0,220.5,3.5,0.4,19.52
0.64,784.0,343.0,220.5,3.5,0.4,19.36
0.64,784.0,343.0,220.5,3.5,0.4,19.48
0.64,784.0,343.0,220.5,3.5,0.4,19.42
0.62,808.5,367.5,220.5,3.5,0.4,15.09
0.62,808.5,367.5,220.5,3.5,0.4,17.17
0.62,808.5,367.5,220.5,3.5,0.4,17.14
0.62,808.5,367.5,220.5,3.5,0.4,17.14
0.98,514.5,294.0,110.25,7.0,0.4,32.82
0.98,514.5,294.0,110.25,7.0,0.4,32.71
0.98,514.5,294.0,110.25,7.0,0.4,32.24
0.98,514.5,294.0,110.25,7.0,0.4,32.72
0.9,563.5,318.5,122.5,7.0,0.4,35.84
0.9,563.5,318.5,122.5,7.0,0.4,36.57
0.9,563.5,318.5,122.5,7.0,0.4,36.06
0.9,563.5,318.5,122.5,7.0,0.4,35.69
0.86,588.0,294.0,147.0,7.0,0.4,32.48
0.86,588.0,294.0,147.0,7.0,0.4,32.74
0.86,588.0,294.0,147.0,7.0,0.4,32.13
0.86,588.0,294.0,147.0,7.0,0.4,31.64
0.82,612.5,318.5,147.0,7.0,0.4,28.95
0.82,612.5,318.5,147.0,7.0,0.4,29.49
0.82,612.5,318.5,147.0,7.0,0.4,28.64
0.82,612.5,318.5,147.0,7.0,0.4,28.01
0.79,637.0,343.0,147.0,7.0,0.4,41.64
0.79,637.0,343.0,147.0,7.0,0.4,43.1
0.79,637.0,343.0,147.0,7.0,0.4,42.74
0.79,637.0,343.0,147.0,7.0,0.4,41.92
0.76,661.5,416.5,122.5,7.0,0.4,40.78
0.76,661.5,416.5,122.5,7.0,0.4,40.15
0.76,661.5,416.5,122.5,7.0,0.4,40.57
0.76,661.5,416.5,122.5,7.0,0.4,40.42
0.74,686.0,245.0,220.5,3.5,0.4,14.54
0.74,686.0,245.0,220.5,3.5,0.4,14.45
0.74,686.0,245.0,220.5,3.5,0.4,14.18
0.74,686.0,245.0,220.5,3.5,0.4,14.5
0.71,710.5,269.5,220.5,3.5,0.4,14.7
0.71,710.5,269.5,220.5,3.5,0.4,14.66
0.71,710.5,269.5,220.5,3.5,0.4,14.4
0.71,710.5,269.5,220.5,3.5,0.4,14.71
0.69,735.0,294.0,220.5,3.5,0.4,14.75
0.69,735.0,294.0,220.5,3.5,0.4,14.71
0.69,735.0,294.0,220.5,3.5,0.4,14.33
0.69,735.0,294.0,220.5,3.5,0.4,14.62
0.66,759.5,318.5,220.5,3.5,0.4,15.34
0.66,759.5,318.5,220.5,3.5,0.4,15.29
0.66,759.5,318.5,220.5,3.5,0.4,15.09
0.66,759.5,318.5,220.5,3.5,0.4,15.3
0.64,784.0,343.0,220.5,3.5,0.4,19.2
0.64,784.0,343.0,220.5,3.5,0.4,18.88
0.64,784.0,343.0,220.5,3.5,0.4,18.9
0.64,784.0,343.0,220.5,3.5,0.4,19.12
0.62,808.5,367.5,220.5,3.5,0.4,16.76
0.62,808.5,367.5,220.5,3.5,0.4,17.23
0.62,808.5,367.5,220.5,3.5,0.4,17.26
0.62,808.5,367.5,220.5,3.5,0.4,17.15
0.98,514.5,294.0,110.25,7.0,0.4,32.82
0.98,514.5,294.0,110.25,7.0,0.4,32.69
0.98,514.5,294.0,110.25,7.0,0.4,32.23
0.98,514.5,294.0,110.25,7.0,0.4,32.75
0.9,563.5,318.5,122.5,7.0,0.4,34.24
0.9,563.5,318.5,122.5,7.0,0.4,34.95
0.9,563.5,318.5,122.5,7.0,0.4,35.05
0.9,563.5,318.5,122.5,7.0,0.4,34.29
0.86,588.0,294.0,147.0,7.0,0.4,31.28
0.86,588.0,294.0,147.0,7.0,0.4,32.12
0.86,588.0,294.0,147.0,7.0,0.4,32.05
0.86,588.0,294.0,147.0,7.0,0.4,31.84
0.82,612.5,318.5,147.0,7.0,0.4,28.67
0.82,612.5,318.5,147.0,7.0,0.4,29.67
0.82,612.5,318.5,147.0,7.0,0.4,29.47
0.82,612.5,318.5,147.0,7.0,0.4,28.91
0.79,637.0,343.0,147.0,7.0,0.4,41.26
0.79,637.0,343.0,147.0,7.0,0.4,41.3
0.79,637.0,343.0,147.0,7.0,0.4,42.49
0.79,637.0,343.0,147.0,7.0,0.4,42.08
0.76,661.5,416.5,122.5,7.0,0.4,39.32
0.76,661.5,416.5,122.5,7.0,0.4,39.84
0.76,661.5,416.5,122.5,7.0,0.4,38.89
0.76,661.5,416.5,122.5,7.0,0.4,39.68
0.74,686.0,245.0,220.5,3.5,0.4,13.97
0.74,686.0,245.0,220.5,3.5,0.4,14.22
0.74,686.0,245.0,220.5,3.5,0.4,14.1
0.74,686.0,245.0,220.5,3.5,0.4,13.78
0.71,710.5,269.5,220.5,3.5,0.4,14.07
0.71,710.5,269.5,220.5,3.5,0.4,14.03
0.71,710.5,269.5,220.5,3.5,0.4,13.94
0.71,710.5,269.5,220.5,3.5,0.4,13.86
0.69,735.0,294.0,220.5,3.5,0.4,14.32
0.69,735.0,294.0,220.5,3.5,0.4,14.56
0.69,735.0,294.0,220.5,3.5,0.4,14.33
0.69,735.0,294.0,220.5,3.5,0.4,14.08
0.66,759.5,318.5,220.5,3.5,0.4,15.16
0.66,759.5,318.5,220.5,3.5,0.4,15.18
0.66,759.5,318.5,220.5,3.5,0.4,14.72
0.66,759.5,318.5,220.5,3.5,0.4,14.9
0.64,784.0,343.0,220.5,3.5,0.4,18.48
0.64,784.0,343.0,220.5,3.5,0.4,18.71
0.64,784.0,343.0,220.5,3.5,0.4,18.48
0.64,784.0,343.0,220.5,3.5,0.4,18.46
0.62,808.5,367.5,220.5,3.5,0.4,16.47
0.62,808.5,367.5,220.5,3.5,0.4,16.35
0.62,808.5,367.5,220.5,3.5,0.4,16.55
0.62,808.5,367.5,220.5,3.5,0.4,16.74
0.98,514.5,294.0,110.25,7.0,0.4,32.85
0.98,514.5,294.0,110.25,7.0,0.4,32.67
0.98,514.5,294.0,110.25,7.0,0.4,32.21
0.98,514.5,294.0,110.25,7.0,0.4,32.74
0.9,563.5,318.5,122.5,7.0,0.4,36.45
0.9,563.5,318.5,122.5,7.0,0.4,35.73
0.9,563.5,318.5,122.5,7.0,0.4,35.4
0.9,563.5,318.5,122.5,7.0,0.4,36.57
0.86,588.0,294.0,147.0,7.0,0.4,32.38
0.86,588.0,294.0,147.0,7.0,0.4,31.66
0.86,588.0,294.0,147.0,7.0,0.4,32.15
0.86,588.0,294.0,147.0,7.0,0.4,32.75
0.82,612.5,318.5,147.0,7.0,0.4,28.93
0.82,612.5,318.5,147.0,7.0,0.4,28.05
0.82,612.5,318.5,147.0,7.0,0.4,28.64
0.82,612.5,318.5,147.0,7.0,0.4,29.52
0.79,637.0,343.0,147.0,7.0,0.4,42.77
0.79,637.0,343.0,147.0,7.0,0.4,41.73
0.79,637.0,343.0,147.0,7.0,0.4,41.32
0.79,637.0,343.0,147.0,7.0,0.4,42.96
0.76,661.5,416.5,122.5,7.0,0.4,40.68
0.76,661.5,416.5,122.5,7.0,0.4,40.4
0.76,661.5,416.5,122.5,7.0,0.4,40.6
0.76,661.5,416.5,122.5,7.0,0.4,40.11
0.74,686.0,245.0,220.5,3.5,0.4,14.37
0.74,686.0,245.0,220.5,3.5,0.4,14.48
0.74,686.0,245.0,220.5,3.5,0.4,14.32
0.74,686.0,245.0,220.5,3.5,0.4,14.44
0.71,710.5,269.5,220.5,3.5,0.4,14.6
0.71,710.5,269.5,220.5,3.5,0.4,14.7
0.71,710.5,269.5,220.5,3.5,0.4,14.47
0.71,710.5,269.5,220.5,3.5,0.4,14.66
0.69,735.0,294.0,220.5,3.5,0.4,14.54
0.69,735.0,294.0,220.5,3.5,0.4,14.62
0.69,735.0,294.0,220.5,3.5,0.4,14.53
0.69,735.0,294.0,220.5,3.5,0.4,14.71
0.66,759.5,318.5,220.5,3.5,0.4,15.34
0.66,759.5,318.5,220.5,3.5,0.4,15.29
0.66,759.5,318.5,220.5,3.5,0.4,15.09
0.66,759.5,318.5,220.5,3.5,0.4,15.3
0.64,784.0,343.0,220.5,3.5,0.4,19.06
0.64,784.0,343.0,220.5,3.5,0.4,19.13
0.64,784.0,343.0,220.5,3.5,0.4,19.0
0.64,784.0,343.0,220.5,3.5,0.4,18.84
0.62,808.5,367.5,220.5,3.5,0.4,16.44
0.62,808.5,367.5,220.5,3.5,0.4,16.9
0.62,808.5,367.5,220.5,3.5,0.4,16.94
0.62,808.5,367.5,220.5,3.5,0.4,16.77
0.98,514.5,294.0,110.25,7.0,0.4,32.84
0.98,514.5,294.0,110.25,7.0,0.4,32.72
0.98,514.5,294.0,110.25,7.0,0.4,32.21
0.98,514.5,294.0,110.25,7.0,0.4,32.73
0.9,563.5,318.5,122.5,7.0,0.4,35.67
0.9,563.5,318.5,122.5,7.0,0.4,35.01
0.9,563.5,318.5,122.5,7.0,0.4,34.72
0.9,563.5,318.5,122.5,7.0,0.4,35.24
0.86,588.0,294.0,147.0,7.0,0.4,32.31
0.86,588.0,294.0,147.0,7.0,0.4,31.81
0.86,588.0,294.0,147.0,7.0,0.4,31.12
0.86,588.0,294.0,147.0,7.0,0.4,32.06
0.82,612.5,318.5,147.0,7.0,0.4,30.0
0.82,612.5,318.5,147.0,7.0,0.4,29.5
0.82,612.5,318.5,147.0,7.0,0.4,29.06
0.82,612.5,318.5,147.0,7.0,0.4,29.92
0.79,637.0,343.0,147.0,7.0,0.4,42.11
0.79,637.0,343.0,147.0,7.0,0.4,41.96
0.79,637.0,343.0,147.0,7.0,0.4,41.09
0.79,637.0,343.0,147.0,7.0,0.4,40.79
0.76,661.5,416.5,122.5,7.0,0.4,38.82
0.76,661.5,416.5,122.5,7.0,0.4,39.72
0.76,661.5,416.5,122.5,7.0,0.4,39.31
0.76,661.5,416.5,122.5,7.0,0.4,39.86
0.74,686.0,245.0,220.5,3.5,0.4,14.41
0.74,686.0,245.0,220.5,3.5,0.4,14.19
0.74,686.0,245.0,220.5,3.5,0.4,14.17
0.74,686.0,245.0,220.5,3.5,0.4,14.39
0.71,710.5,269.5,220.5,3.5,0.4,12.43
0.71,710.5,269.5,220.5,3.5,0.4,12.63
0.71,710.5,269.5,220.5,3.5,0.4,12.76
0.71,710.5,269.5,220.5,3.5,0.4,12.42
0.69,735.0,294.0,220.5,3.5,0.4,14.12
0.69,735.0,294.0,220.5,3.5,0.4,14.28
0.69,735.0,294.0,220.5,3.5,0.4,14.37
0.69,735.0,294.0,220.5,3.5,0.4,14.21
0.66,759.5,318.5,220.5,3.5,0.4,14.96
0.66,759.5,318.5,220.5,3.5,0.4,14.92
0.66,759.5,318.5,220.5,3.5,0.4,14.92
0.66,759.5,318.5,220.5,3.5,0.4,15.16
0.64,784.0,343.0,220.5,3.5,0.4,17.69
0.64,784.0,343.0,220.5,3.5,0.4,18.19
0.64,784.0,343.0,220.5,3.5,0.4,18.16
0.64,784.0,343.0,220.5,3.5,0.4,17.88
0.62,808.5,367.5,220.5,3.5,0.4,16.54
0.62,808.5,367.5,220.5,3.5,0.4,16.44
0.62,808.5,367.5,220.5,3.5,0.4,16.48
0.62,808.5,367.5,220.5,3.5,0.4,16.64
